pair,num_trades,avg_holding_days,total_pnl,avg_pnl,total_return,win_rate,sharpe_ratio,sortino_ratio,max_drawdown,stop_loss_count,stop_loss_pnl,time_stop_count,avg_lots_x,avg_lots_y,contribution
AU-SM,1,3.0,-1936.6369619992265,-1936.6369619992265,-0.019366369619992264,0.0,,,0.01936636961999233,0,0.0,0,2.0,2.0,-0.0029581620993019914
AU-SF,8,3.625,-4469.132499999634,-558.6415624999543,-0.04469132499999634,0.5,0.6426937133516578,0.9524174387761358,0.2514433889149591,0,0.0,0,2.125,2.125,-0.006826482524948812
CU-SN,1,6.0,-6776.883866999968,-6776.883866999968,-0.06776883866999968,0.0,,,0.06776883866999968,0,0.0,0,3.0,3.0,-0.010351512131646711
AL-SM,2,5.5,-7540.697864000467,-3770.3489320002336,-0.07540697864000467,0.5,-1.2081100377372043,,0.20824262776000657,0,0.0,0,10.0,16.0,-0.011518217952706087
PB-AL,1,2.0,-13314.21354899968,-13314.21354899968,-0.1331421354899968,0.0,,,0.13314213548999687,0,0.0,0,7.0,8.0,-0.02033711153690128
CU-I,1,8.0,-18988.211360000507,-18988.211360000507,-0.18988211360000506,0.0,,,0.1898821136000051,0,0.0,0,4.0,4.0,-0.029003994182112205
RB-I,3,3.6666666666666665,-19909.09910000019,-6636.36636666673,-0.19909099100000188,0.0,-17.15058408339036,-17.15058408339036,0.19909099100000183,0,0.0,0,35.0,8.666666666666666,-0.030410626020516626
AG-SN,2,2.0,-19996.024836600853,-9998.012418300426,-0.19996024836600854,0.0,-24.21109662937285,-24.21109662937285,0.1999602483660086,0,0.0,0,7.0,3.5,-0.030543402800321834
AU-CU,1,7.0,-20351.745860000563,-20351.745860000563,-0.20351745860000564,0.0,,,0.20351745860000564,0,0.0,0,1.0,2.0,-0.03108675732158412
AU-AG,4,3.0,-24218.08893200047,-6054.522233000118,-0.24218088932000473,0.25,-7.0793165087207655,-6.762446898009403,0.2738714004000055,0,0.0,0,1.5,5.75,-0.03699249482577905
RB-SN,2,4.0,-29481.248566801616,-14740.624283400808,-0.29481248566801616,0.5,-0.47809291252227754,,0.5238635734357072,1,48106.1886863979,0,6.5,6.5,-0.04503183294631786
HC-SN,2,4.0,-30097.574128801978,-15048.787064400989,-0.3009757412880198,0.5,-0.5389845253615082,,0.5273861632630487,1,47906.00790239769,0,6.5,6.5,-0.045973254056270424
PB-HC,8,4.875,-46332.114157995915,-5791.514269749489,-0.46332114157995913,0.5,1.1173694422493738,1.5733383860352634,0.7677898416154786,0,0.0,0,17.25,17.25,-0.07077108759776499
SN-SF,10,3.7,-69248.1031805958,-6924.810318059581,-0.692481031805958,0.4,-1.0195727654834073,-1.3395105005653378,0.756276024199945,0,0.0,0,6.9,6.9,-0.10577465900781151
AU-SS,3,4.666666666666667,-84207.80008799999,-28069.266695999995,-0.8420780008799998,0.0,-15.65429621616098,-15.65429621616098,0.8420780008799998,0,0.0,0,2.0,2.0,-0.12862520316082865
AU-ZN,8,5.125,-84824.04026399735,-10603.005032999668,-0.8482404026399735,0.5,-6.506653305220189,-7.766688721335314,0.8836016829878135,1,23863.85462599955,0,1.0,8.125,-0.12956649384590402
CU-SF,11,4.090909090909091,-123847.91586000058,-11258.901441818234,-1.2384791586000057,0.18181818181818182,4.760918020929029,15.181512428016585,1.2540313905499798,0,0.0,0,4.818181818181818,4.818181818181818,-0.1891744389699106
