date,kalman_beta,ols_beta,beta_diff
2024-05-09,1.4208522807675263,0.029709193873104042,1.3911430868944223
2024-05-10,1.5337970779582584,0.02575004718535477,1.5080470307729037
2024-05-13,1.6131357298489786,0.02446576707901012,1.5886699627699685
2024-05-14,1.480512535155247,0.022542911152005383,1.4579696240032416
2024-05-15,1.3966712562548407,0.021867807286920154,1.3748034489679206
2024-05-16,1.3851367795903498,0.024960101170228552,1.3601766784201212
2024-05-17,1.389144827582771,0.028258933211879552,1.3608858943708915
2024-05-20,1.546561797420361,0.03146642418494079,1.5150953732354202
2024-05-21,1.4958244124563258,0.03438683517858169,1.4614375772777441
2024-05-22,1.5009524452342746,0.03940118710165634,1.4615512581326182
2024-05-23,1.5070765211579829,0.04296337628821489,1.464113144869768
2024-05-24,1.5560252933810286,0.04650616494109786,1.5095191284399307
2024-05-27,1.671354466364108,0.04805408789142716,1.623300378472681
2024-05-28,1.6913279353675144,0.04956021470269627,1.641767720664818
2024-05-29,1.7263999527434934,0.05101327406261688,1.6753866786808767
2024-05-30,1.7405913521190963,0.05182387513302095,1.6887674769860754
2024-05-31,1.6917182272268745,0.052193544067997,1.6395246831588774
2024-06-03,1.5051566566231356,0.053215415627203555,1.451941240995932
2024-06-04,1.5099468532394096,0.05375735031691995,1.4561895029224896
2024-06-05,1.4389878405856258,0.054552554759046246,1.3844352858265796
2024-06-06,1.436725480830949,0.055799968904494276,1.3809255119264547
2024-06-07,1.4837255175304032,0.05673520957973792,1.4269903079506652
2024-06-11,1.489986074397896,0.056224893832278924,1.4337611805656172
2024-06-12,1.4869763951085675,0.05629247914170727,1.4306839159668603
2024-06-13,1.3220858775503286,0.05654076009820032,1.2655451174521282
2024-06-14,1.2455900736105165,0.05593941814990885,1.1896506554606077
2024-06-17,1.2506609595527318,0.05501498967757795,1.1956459698751538
2024-06-18,1.3602478133035971,0.054123175849900305,1.3061246374536968
2024-06-19,1.3509973501903587,0.05416909868612402,1.2968282515042346
2024-06-20,1.3648668986609964,0.05418013413774762,1.3106867645232487
2024-06-21,1.3627697074503262,0.05501411594875022,1.307755591501576
2024-06-24,1.322242764596386,0.056041946049780585,1.2662008185466054
2024-06-25,1.3432562716855363,0.05661072064275872,1.2866455510427777
2024-06-26,1.2938246475823503,0.055643458593209086,1.2381811889891412
2024-06-27,1.2378336055181587,0.05439247973426486,1.183441125783894
2024-06-28,1.2863393466704711,0.053073835630434635,1.2332655110400366
2024-07-01,1.2551217024878905,0.05000456902657557,1.2051171334613149
2024-07-02,1.2533420741520198,0.04788399443305902,1.205458079718961
2024-07-03,1.2521291928947111,0.045655259761964724,1.2064739331327463
2024-07-04,1.2624880604048707,0.04179109706147058,1.2206969633434002
2024-07-05,1.2739466923851104,0.04075630010589106,1.2331903922792193
2024-07-08,1.2553176422418186,0.041409967258867385,1.2139076749829512
2024-07-09,1.2171881388038277,0.04200311046909963,1.175185028334728
2024-07-10,1.1607253038052916,0.04498733666929589,1.1157379671359957
2024-07-11,1.1713197290093997,0.04828227392251692,1.123037455086883
2024-07-12,1.1429809320704023,0.05138279524971182,1.0915981368206904
2024-07-15,1.1249251223383863,0.054058363669617394,1.0708667586687688
2024-07-16,1.1332099479359756,0.06058642229765498,1.0726235256383208
2024-07-17,1.1069097154640144,0.06876865288712027,1.038141062576894
2024-07-18,1.117584154473966,0.07724812058010158,1.0403360338938643
2024-07-19,1.1563270957941474,0.08516693799534243,1.071160157798805
2024-07-22,1.1535854899782694,0.09350762476016376,1.0600778652181055
2024-07-23,1.138383620673661,0.10250761667337054,1.0358760040002906
2024-07-24,1.1797717407135497,0.10984397664137942,1.0699277640721703
2024-07-25,1.1862923633386762,0.11796073249597513,1.068331630842701
2024-07-26,1.140206180637929,0.12217536123475745,1.0180308194031715
2024-07-29,1.0948398707352835,0.12561974249381866,0.9692201282414649
2024-07-30,1.0589660138547796,0.13070332348735383,0.9282626903674258
