pair,direction,open_date,close_date,holding_days,net_pnl,gross_pnl,open_commission,close_commission,total_commission,return_pct,close_reason,margin_released
AU-RB,long,2025-07-28,2025-07-30,2,-1374.6582440005664,-727.7800000005664,323.4879000000001,323.39034399999997,646.878244,-0.007082481518889197,signal,194092.74000000005
CU-SM,short,2025-07-25,2025-07-30,5,29899.58377200053,30713.88000000053,411.4361609999999,402.860067,814.2962279999999,0.1211187648136764,signal,246861.69659999994
RB-SF,short,2025-07-25,2025-07-30,5,22828.822073999738,23586.209999999737,382.6363320000002,374.7515940000002,757.3879260000003,0.09943655008170929,signal,229581.79920000012
AU-SF,short,2025-07-25,2025-07-30,5,-6102.191065999796,-5456.049999999796,323.909328,322.23173799999995,646.1410659999999,-0.03139865871146815,signal,194345.59679999997
SS-RB,long,2025-07-28,2025-07-30,2,13848.847367998977,14579.799999998977,362.6399920000002,368.31263999999993,730.9526320000001,0.06364828146146188,signal,217583.9952000001
RB-I,long,2025-07-25,2025-07-30,5,-4427.509319999292,-3663.7199999992918,384.22252800000007,379.5667919999999,763.78932,-0.01920549073061853,signal,230533.5168
AU-HC,long,2025-07-28,2025-07-30,2,-1124.5091600004307,-476.40000000043074,324.0782200000001,324.03094,648.1091600000001,-0.005783115981487588,signal,194446.93200000006
SM-SF,short,2025-07-25,2025-07-30,5,14563.333841000014,15342.425000000014,395.40449200000023,383.68666700000017,779.0911590000004,0.061385805066507294,signal,237242.69520000013
PB-RB,long,2025-07-28,2025-07-30,2,6603.275303997519,7448.579999997519,421.52949000000024,423.7752059999997,845.3046959999999,0.026108395974848306,signal,252917.69400000013
AL-SM,short,2025-07-25,2025-07-30,5,13283.564912000184,13898.400000000183,310.29218399999996,304.542904,614.835088,0.07134976642961025,signal,186175.31039999996
PB-HC,long,2025-07-28,2025-07-30,2,8854.61705999874,9710.99999999874,426.84237000000013,429.54056999999995,856.3829400000001,0.03457411011001063,signal,256105.42200000005
PB-SM,short,2025-07-25,2025-07-30,5,16508.92305599906,17243.24999999906,370.180437,364.14650699999976,734.3269439999997,0.07432827078325167,signal,222108.26219999997
SS-HC,long,2025-07-28,2025-07-30,2,25289.72886000132,26098.900000001322,400.7470600000001,408.4240800000003,809.1711400000004,0.10517743561238402,signal,240448.23600000003
SN-SF,short,2025-07-25,2025-07-31,6,-31092.68252439914,-30256.28199999914,424.39222839999974,412.0082959999998,836.4005243999995,-0.12210670712806407,stop_loss,254635.3370399998
SS-RB,long,2025-07-31,2025-08-01,1,-6023.878739999242,-5303.059999999241,360.31583200000006,360.50290800000005,720.8187400000002,-0.027863882206537998,signal,216189.49920000002
AU-HC,long,2025-07-31,2025-08-01,1,376.27651600088893,1021.060000000889,322.265636,322.51784800000013,644.783484,0.0019459956526923904,signal,193359.38159999996
PB-RB,long,2025-07-31,2025-08-01,1,-3300.1741259995306,-2466.269999999531,416.8206899999998,417.0834359999999,833.9041259999997,-0.013195818590481247,signal,250092.41399999984
PB-HC,long,2025-07-31,2025-08-01,1,-1393.2817379987187,-546.5699999987191,423.0325259999996,423.67921199999995,846.7117379999995,-0.005489261669675647,signal,253819.51559999975
SS-HC,long,2025-07-31,2025-08-01,1,-1888.9497499974038,-1088.149999997404,399.90881999999976,400.8909300000002,800.7997499999999,-0.00787241847611415,signal,239945.29199999984
HC-I,long,2025-07-25,2025-08-04,10,15030.14762999935,15560.96999999935,268.5710819999999,262.25128799999993,530.8223699999999,0.09327231310033197,signal,161142.6491999999
AU-RB,long,2025-07-31,2025-08-04,4,21815.448508000347,22463.14000000035,321.575432,326.11606000000006,647.691492,0.11306548084390743,signal,192945.25919999994
AG-SF,long,2025-07-31,2025-08-04,4,-10347.957541999334,-9493.119999999335,426.8904509999998,427.9470909999998,854.8375419999995,-0.04040051929700398,signal,256134.27059999987
RB-SF,long,2025-07-31,2025-08-04,4,-10270.866719999343,-9437.399999999343,417.07881999999984,416.3878999999999,833.4667199999997,-0.04104286858776217,signal,250247.2919999999
CU-SF,short,2025-07-25,2025-08-04,10,-10982.680240000225,-10304.680000000226,341.81346,336.1867799999999,678.0002399999998,-0.053551042333637305,signal,205088.076
SM-SF,long,2025-07-31,2025-08-04,4,-12413.324224000116,-11576.640000000116,418.5899519999997,418.0942719999999,836.6842239999996,-0.049425156069362305,signal,251153.9711999998
AU-SF,long,2025-07-31,2025-08-05,5,-25422.21117400065,-24776.73000000065,320.23186,325.24931400000014,645.4811740000001,-0.1323114819264634,stop_loss,192139.11599999998
RB-I,short,2025-07-31,2025-08-05,5,-13253.035600000536,-12424.400000000536,410.83304000000015,417.8025599999999,828.6356000000001,-0.053764888692174204,signal,246499.82400000008
SS-SF,short,2025-07-25,2025-08-05,11,44222.74913100054,44902.06500000054,345.2820960000001,334.03377299999994,679.315869,0.2134619279101019,signal,207169.25760000004
AG-SF,short,2025-08-06,2025-08-07,1,14761.772184001691,15570.000000001692,403.1188319999999,405.1089840000003,808.2278160000002,0.061031516483464186,signal,241871.2991999999
RB-SF,short,2025-08-06,2025-08-07,1,9532.213662999453,10390.274999999452,430.60116399999987,427.46017300000017,858.0613370000001,0.03689498333930598,signal,258360.6983999999
AU-SF,short,2025-08-06,2025-08-07,1,2445.6042940003294,3098.2700000003297,326.12268000000006,326.5430260000001,652.6657060000002,0.012498386057256783,signal,195673.608
CU-SF,short,2025-08-06,2025-08-07,1,3300.0618149974143,4143.224999997415,421.2964050000003,421.86677999999984,843.1631850000001,0.013055186229266987,signal,252777.84300000014
SN-SF,short,2025-08-06,2025-08-07,1,7629.350628198677,8462.040999998677,415.8477707999999,416.8426009999997,832.6903717999996,0.030577498000937058,signal,249508.66247999994
SM-SF,short,2025-08-06,2025-08-07,1,8305.003160999318,9061.18499999932,379.83632399999993,376.34551500000015,756.1818390000001,0.03644114862221252,signal,227901.79439999996
SS-SF,short,2025-08-06,2025-08-12,6,19099.467759000418,19778.89500000042,338.667315,340.7599260000002,679.4272410000001,0.09399326375797647,signal,203200.38899999997
AG-SF,long,2025-08-19,2025-08-19,1,-1839.2706020000005,-975.0,432.1548010000002,432.1158010000002,864.2706020000004,-0.007093409575087269,forced,259292.8806000001
RB-SF,long,2025-08-19,2025-08-19,1,-2915.3134400000004,-2100.0,407.5667200000002,407.7467200000002,815.3134400000004,-0.011921620424094812,forced,244540.03200000012
AU-SF,long,2025-08-19,2025-08-19,1,-764.0911519999457,-119.99999999994543,322.04557600000015,322.04557600000015,644.0911520000003,-0.0039543634449219775,forced,193227.34560000006
CU-SF,long,2025-08-19,2025-08-19,1,-1744.83862,-900.0,422.47931,422.35931,844.83862,-0.006883329663331127,forced,253487.58599999998
SN-SF,long,2025-08-19,2025-08-19,1,-1249.8513888000002,-420.0,414.92569440000005,414.92569440000005,829.8513888000001,-0.005020382386808389,forced,248955.41664000004
SM-SF,long,2025-08-19,2025-08-19,1,-3101.93322,-2250.0,425.83161000000007,426.10161000000005,851.9332200000001,-0.012140687958791974,forced,255498.96600000001
