pair,num_trades,avg_holding_days,total_pnl,avg_pnl,total_return,win_rate,sharpe_ratio,sortino_ratio,max_drawdown,stop_loss_count,stop_loss_pnl,time_stop_count,avg_lots_x,avg_lots_y,contribution
AU-SN,1,3.0,8620.685055599382,8620.685055599382,0.08620685055599382,1.0,,inf,0.0,0,0.0,0,1.0,2.0,0.01606089711667438
SS-SM,2,4.0,7317.561476000759,3658.7807380003796,0.0731756147600076,0.5,3.174044539242231,,0.1328174772469574,0,0.0,0,21.0,11.0,0.013633093107217878
SS-I,1,1.0,6332.309020001788,6332.309020001788,0.06332309020001788,1.0,,inf,0.0,0,0.0,0,20.0,10.0,0.011797503681587248
SM-NI,2,2.5,5344.320510798942,2672.160255399471,0.053443205107989424,1.0,16.37821461333383,inf,0.0,0,0.0,0,10.0,10.5,0.009956816810831345
SS-HC,6,1.6666666666666667,4884.955086005468,814.1591810009113,0.04884955086005468,0.3333333333333333,2.072486090805104,3.1057093746829936,0.3095261520449488,1,-36527.78960000105,0,9.333333333333334,38.0,0.009100989138322498
AL-SN,2,4.0,3184.271162198492,1592.135581099246,0.031842711621984925,0.5,10.610234069596697,,0.000923332278001617,0,0.0,0,11.5,2.0,0.005932504342499414
HC-AG,1,2.0,1065.9341039998492,1065.9341039998492,0.010659341039998492,1.0,,inf,0.0,0,0.0,0,12.0,12.0,0.0019859045849698713
AU-SM,1,3.0,-1936.6369619992265,-1936.6369619992265,-0.019366369619992264,0.0,,,0.01936636961999233,0,0.0,0,2.0,2.0,-0.0036080806569792714
RB-SF,8,2.75,-3608.4964160010663,-451.0620520001333,-0.03608496416001066,0.375,1.1664472124332874,1.8357249915942728,0.3704343236299941,1,-32968.238632999004,0,20.125,49.5,-0.006722863590247677
AU-SF,8,3.625,-4469.132499999634,-558.6415624999543,-0.04469132499999634,0.5,0.6426937133516578,0.9524174387761358,0.2514433889149591,1,-25422.21117400065,0,2.125,2.125,-0.008326284607353546
CU-SN,1,6.0,-6776.883866999968,-6776.883866999968,-0.06776883866999968,0.0,,,0.06776883866999968,0,0.0,0,3.0,3.0,-0.012625775545394777
AL-SM,2,5.5,-7540.697864000467,-3770.3489320002336,-0.07540697864000467,0.5,-1.2081100377372043,,0.20824262776000657,0,0.0,0,10.0,16.0,-0.014048810715219563
PB-AL,1,2.0,-13314.21354899968,-13314.21354899968,-0.1331421354899968,0.0,,,0.13314213548999687,0,0.0,0,7.0,8.0,-0.02480524605884098
PB-SS,4,3.75,-16836.757226000802,-4209.1893065002005,-0.168367572260008,0.5,-1.6613787312395043,-2.3317091818580056,0.31508381056808726,1,-34104.32899499886,0,4.5,23.5,-0.03136797410428322
AU-ZN,8,4.375,-17715.17359799815,-2214.3966997497687,-0.1771517359799815,0.5,-1.0331073979146776,-2.0478817516549106,0.3883012484604643,2,-55503.61022999977,0,1.0,8.125,-0.03300452095470877
CU-I,1,8.0,-18988.211360000507,-18988.211360000507,-0.18988211360000506,0.0,,,0.1898821136000051,0,0.0,0,4.0,4.0,-0.03537627312861297
RB-I,3,3.6666666666666665,-19417.153620000267,-6472.384540000089,-0.19417153620000266,0.0,-16.575898399588443,-16.575898399588443,0.19417153620000274,0,0.0,0,33.666666666666664,8.333333333333334,-0.036175420465793
PB-HC,8,3.5,-19855.971680996157,-2481.9964601245197,-0.19855971680996157,0.5,0.3205784975871576,0.42436055464401323,0.5339914769359317,1,-45030.52635200077,0,17.0,17.0,-0.03699296706274422
AG-SN,2,2.0,-19996.024836600853,-9998.012418300426,-0.19996024836600854,0.0,-24.21109662937285,-24.21109662937285,0.1999602483660086,0,0.0,0,7.0,3.5,-0.037253895203434334
AU-AG,4,3.0,-24218.08893200047,-6054.522233000118,-0.24218088932000473,0.25,-7.0793165087207655,-6.762446898009403,0.2738714004000055,0,0.0,0,1.5,5.75,-0.045119875298853036
AU-CU,1,2.0,-26818.268667999888,-26818.268667999888,-0.2681826866799989,0.0,,,0.2681826866799989,1,-26818.268667999888,0,1.0,2.0,-0.049964179313604515
HC-SN,2,3.0,-55155.592522602456,-27577.796261301228,-0.5515559252260246,0.5,-2.078621018187985,,0.6968046929710245,1,-103061.60042500014,0,6.5,6.5,-0.10275845726893233
RB-SN,2,3.0,-55281.048574602275,-27640.524287301138,-0.5528104857460228,0.5,-2.0657848039099083,,0.698061560951472,1,-103387.23726100018,0,6.5,6.5,-0.10299219005592523
AU-SS,3,4.666666666666667,-84207.80008799999,-28069.266695999995,-0.8420780008799998,0.0,-15.65429621616098,-15.65429621616098,0.8420780008799998,1,-56470.644766000056,0,2.0,2.0,-0.1568846100875005
SN-SF,10,2.9,-90832.82777559692,-9083.282777559692,-0.9083282777559691,0.4,3.12472315426059,8.065826730584616,0.9721232701499559,2,-115114.35124560038,0,6.9,6.9,-0.16922746769096914
SM-SF,12,3.1666666666666665,-98803.42692799812,-8233.61891066651,-0.9880342692799813,0.4166666666666667,-11.468581856065548,-12.227822001802812,1.0615650648599735,3,-131930.95228499934,0,14.333333333333334,52.833333333333336,-0.18407721247567374
CU-SF,11,3.6363636363636362,-109498.0906120008,-9954.371873818254,-1.094980906120008,0.18181818181818182,4.679950722277735,712.9159261240288,1.1105331380699823,2,-56438.00987699968,0,4.636363636363637,4.636363636363637,-0.2040020667092284
