pair,z_var,z_mean,z_std,current_delta,current_R,current_beta,quality_status,calibration_count,total_signals
SS-SM,0.4880837652846141,-0.49606548310973636,0.6986299201183801,0.995,0.00032251978204407794,0.9191269783776971,bad,44,309
CU-I,0.5023606414037866,-0.3766488302091456,0.7087740411469557,0.995,0.0004589303883066993,0.5900434877609126,bad,38,309
PB-I,1.2240254386305014,0.06915574072180256,1.106356831510748,0.995,0.00432346332409182,0.6779434921928925,good,35,309
SS-RB,1.0830931003924689,0.2259426372243321,1.0407175891626261,0.965,0.0008167015542073755,0.8501670547182202,good,41,309
SN-SF,0.0371976395815512,-0.9513307449423999,0.19286689602301169,0.995,0.017021345642849225,0.7034558551448404,bad,41,309
RB-I,1.0986302300551274,0.6620971500833169,1.0481556325542154,0.975,0.0018925219306649731,0.8193347250563603,good,46,309
SS-I,1.1960539463776076,0.462516828382221,1.0936425130624758,0.955,0.004560175804865622,0.696154050587611,good,48,309
AU-HC,0.0052234817487127735,-0.9697412944930487,0.07227365874724188,0.995,0.0901587241326822,1.266995113422406,bad,49,309
PB-SS,0.1867790120019366,-0.8156709802647584,0.4321793747993264,0.995,0.0002864027403899791,0.9743325423298691,bad,44,309
NI-I,1.2250099810612454,0.43391472086335625,1.1068016900336055,0.955,0.00653279311392963,0.5621725975570336,good,40,309
SS-SF,0.11346305459045468,-0.8682256488675327,0.3368427742886207,0.995,0.0033242444371245302,0.9202467902444411,bad,45,309
SM-SF,0.04239655050326569,-0.9649112511270482,0.2059042265308454,0.995,0.0021908161580955175,1.000816970108503,bad,39,309
RB-AG,0.022784577218685396,1.0391624891821103,0.1509456101338671,0.995,0.03917920079337267,1.1057671909032392,bad,41,309
PB-RB,0.40456893828913404,-0.5437161646789759,0.6360573388375721,0.995,0.0004097931444936227,0.8301451140498516,bad,42,309
AL-SM,0.24684199010200436,-0.7634459427338757,0.49683195358390986,0.995,0.0008491783360773243,0.8776533244157824,bad,41,309
PB-AG,0.038750935707382486,1.130602489846106,0.19685257353507596,0.995,0.026889086606172844,0.9211206782396733,bad,50,309
PB-HC,0.7548859663567385,-0.3138632426928353,0.8688417383831987,0.995,0.0008764455966599101,0.8340093870138411,warning,44,309
PB-SM,1.1843435967744322,0.027443671280887996,1.088275515103796,0.995,0.002234083902439288,0.8904136446358485,good,36,309
SS-HC,1.268745344793536,0.40723151904526095,1.1263859661739115,0.955,0.002768824604317337,0.8537660476140642,good,45,309
HC-AG,0.027158928102592555,1.022551529654007,0.1647996605050889,0.995,0.030209290169366413,1.1004495662949414,bad,43,309
